Age,Workclass,Education,Marital-status,Race,Gender,Occupation
20,Private,Some-college,Never-married,White,Male,Sales
44,Private,HS-grad,Widowed,Black,Female,Exec-managerial
51,Private,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,Male,Craft-repair
20,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
17,?,11th,Never-married,White,Female,?
19,Private,HS-grad,Never-married,Black,Female,Machine-op-inspct
45,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Craft-repair
60,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
42,Private,Assoc-acdm,Married-civ-spouse,Black,Male,Exec-managerial
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Female,Sales
40,Private,Assoc-voc,Married-civ-spouse,Asian-Pac-Islander,Male,Machine-op-inspct
30,Private,HS-grad,Married-civ-spouse,White,Female,Exec-managerial
38,Private,Some-college,Married-civ-spouse,Black,Male,Transport-moving
23,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
32,?,Some-college,Married-civ-spouse,White,Male,?
44,Private,Assoc-acdm,Never-married,White,Male,Farming-fishing
54,Local-gov,HS-grad,Married-civ-spouse,Black,Male,Transport-moving
32,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
50,Private,1st-4th,Married-spouse-absent,White,Male,Craft-repair
24,Private,Bachelors,Never-married,White,Female,Tech-support
37,Private,HS-grad,Married-civ-spouse,White,Female,Adm-clerical
52,Private,HS-grad,Divorced,White,Male,Transport-moving
38,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
49,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
30,Private,Bachelors,Married-civ-spouse,White,Female,Tech-support
60,Private,Some-college,Never-married,White,Male,Prof-specialty
22,?,Some-college,Never-married,White,Male,?
35,Private,HS-grad,Never-married,White,Male,Craft-repair
30,Private,HS-grad,Never-married,White,Male,Transport-moving
67,Private,Assoc-voc,Divorced,White,Female,Other-service
46,Private,Bachelors,Never-married,White,Female,Craft-repair
17,Private,9th,Never-married,White,Male,Other-service
22,Private,Some-college,Never-married,White,Male,Handlers-cleaners
27,Private,10th,Never-married,White,Male,Other-service
23,Private,HS-grad,Never-married,White,Female,Other-service
33,Private,Assoc-acdm,Married-civ-spouse,White,Male,Craft-repair
43,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Craft-repair
28,State-gov,Bachelors,Never-married,White,Male,Prof-specialty
41,Private,HS-grad,Married-spouse-absent,White,Female,Craft-repair
52,?,12th,Never-married,Black,Male,?
25,Private,Some-college,Married-spouse-absent,Black,Female,Adm-clerical
63,?,1st-4th,Married-civ-spouse,White,Male,?
59,Local-gov,HS-grad,Married-civ-spouse,White,Male,Transport-moving
45,Local-gov,Bachelors,Divorced,White,Female,Prof-specialty
38,Private,Bachelors,Married-civ-spouse,White,Male,Sales
40,Private,HS-grad,Never-married,White,Female,Other-service
46,Federal-gov,HS-grad,Divorced,White,Male,Adm-clerical
35,Private,Assoc-acdm,Never-married,White,Female,Exec-managerial
34,Private,HS-grad,Divorced,White,Female,Prof-specialty
33,Private,Bachelors,Never-married,White,Male,Craft-repair
41,Private,HS-grad,Divorced,White,Female,Adm-clerical
20,Private,Some-college,Never-married,White,Male,Machine-op-inspct
23,Private,5th-6th,Never-married,White,Male,Other-service
26,Private,Some-college,Never-married,White,Female,Prof-specialty
72,?,HS-grad,Married-civ-spouse,White,Male,?
23,Local-gov,HS-grad,Never-married,White,Male,Farming-fishing
62,Local-gov,HS-grad,Married-civ-spouse,White,Male,Transport-moving
52,Private,Some-college,Married-civ-spouse,White,Male,Adm-clerical
58,Private,Some-college,Divorced,White,Female,Other-service
25,Private,Bachelors,Never-married,White,Female,Sales
24,Private,Bachelors,Never-married,Black,Male,Exec-managerial
19,Private,Some-college,Never-married,White,Male,Protective-serv
43,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
47,Local-gov,HS-grad,Separated,Black,Female,Adm-clerical
39,Private,HS-grad,Divorced,White,Female,Other-service
49,Private,Assoc-voc,Married-spouse-absent,White,Male,Handlers-cleaners
53,?,5th-6th,Widowed,Black,Female,?
32,Private,Assoc-voc,Never-married,White,Male,Craft-repair
34,Private,Some-college,Married-civ-spouse,White,Male,Prof-specialty
28,Private,HS-grad,Divorced,White,Male,Craft-repair
57,?,Assoc-voc,Widowed,White,Female,?
25,Private,Some-college,Never-married,Amer-Indian-Eskimo,Female,Adm-clerical
20,?,Some-college,Never-married,White,Male,?
21,?,Some-college,Never-married,White,Female,?
34,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
38,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
50,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
24,Local-gov,Some-college,Divorced,Black,Male,Handlers-cleaners
37,Local-gov,Some-college,Married-civ-spouse,White,Male,Tech-support
44,Private,Some-college,Divorced,White,Male,Machine-op-inspct
28,Private,Some-college,Married-civ-spouse,White,Female,Sales
42,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
74,Private,Some-college,Divorced,White,Female,Adm-clerical
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
44,Self-emp-not-inc,Masters,Married-civ-spouse,White,Male,Prof-specialty
44,Private,11th,Divorced,Other,Female,Machine-op-inspct
26,Private,HS-grad,Never-married,White,Male,Machine-op-inspct
36,Private,HS-grad,Married-civ-spouse,Black,Male,Other-service
41,Private,Assoc-acdm,Married-civ-spouse,White,Female,Exec-managerial
67,Private,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
39,Local-gov,12th,Married-civ-spouse,White,Male,Tech-support
57,Private,1st-4th,Widowed,Black,Female,Priv-house-serv
29,Private,Assoc-voc,Separated,White,Male,Craft-repair
31,Self-emp-inc,Bachelors,Never-married,White,Female,Farming-fishing
34,?,HS-grad,Never-married,Black,Female,?
44,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
29,Private,Doctorate,Never-married,White,Male,Prof-specialty
30,Private,Some-college,Never-married,White,Female,Handlers-cleaners
27,Private,HS-grad,Never-married,White,Male,Transport-moving
27,Private,Some-college,Married-civ-spouse,White,Male,Sales
32,Private,HS-grad,Never-married,White,Female,Handlers-cleaners
58,Private,10th,Married-civ-spouse,White,Female,Other-service
35,Local-gov,Some-college,Married-civ-spouse,White,Male,Protective-serv
21,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
28,Private,Some-college,Never-married,White,Male,Craft-repair
46,Self-emp-not-inc,Some-college,Divorced,White,Male,Exec-managerial
36,Self-emp-not-inc,HS-grad,Separated,White,Female,Other-service
72,Private,11th,Widowed,White,Female,Adm-clerical
35,Private,HS-grad,Married-civ-spouse,Black,Female,Machine-op-inspct
33,Federal-gov,Assoc-voc,Divorced,Black,Female,Craft-repair
69,Private,11th,Never-married,White,Female,Machine-op-inspct
35,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
31,Private,HS-grad,Separated,White,Female,Adm-clerical
34,Private,HS-grad,Married-civ-spouse,White,Female,Tech-support
30,Private,11th,Married-civ-spouse,White,Male,Other-service
28,Private,Bachelors,Never-married,White,Male,Transport-moving
54,Private,Bachelors,Married-civ-spouse,White,Male,Sales
47,Private,Some-college,Married-civ-spouse,White,Male,Prof-specialty
24,Private,HS-grad,Never-married,Black,Female,Handlers-cleaners
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
20,Private,HS-grad,Never-married,Amer-Indian-Eskimo,Male,Handlers-cleaners
43,Self-emp-inc,Masters,Married-civ-spouse,White,Male,Exec-managerial
45,Private,7th-8th,Separated,White,Female,Other-service
29,Self-emp-not-inc,HS-grad,Separated,White,Male,Craft-repair
47,Private,Masters,Divorced,White,Male,Exec-managerial
24,Private,HS-grad,Never-married,White,Male,Craft-repair
51,Private,HS-grad,Married-civ-spouse,White,Male,Prof-specialty
17,Private,11th,Never-married,White,Male,Sales
37,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
27,Private,Doctorate,Never-married,White,Female,Prof-specialty
29,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
18,?,12th,Never-married,White,Male,?
36,Self-emp-not-inc,Assoc-acdm,Divorced,White,Female,Sales
58,Local-gov,Bachelors,Never-married,White,Female,Prof-specialty
26,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Craft-repair
65,?,Some-college,Married-civ-spouse,White,Male,?
57,Private,HS-grad,Married-civ-spouse,White,Male,Sales
59,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
27,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
31,Self-emp-not-inc,Bachelors,Never-married,White,Male,Tech-support
21,Private,Some-college,Never-married,White,Female,Sales
29,Private,Some-college,Never-married,White,Male,Adm-clerical
18,Private,11th,Never-married,White,Male,Other-service
52,Private,10th,Married-civ-spouse,White,Male,Craft-repair
57,Self-emp-inc,Bachelors,Divorced,White,Male,Prof-specialty
42,?,HS-grad,Married-civ-spouse,White,Male,?
55,?,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Female,?
60,Private,7th-8th,Never-married,White,Male,Transport-moving
31,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
23,Private,Bachelors,Never-married,White,Female,Adm-clerical
27,Private,HS-grad,Never-married,White,Male,Sales
23,?,Some-college,Never-married,Amer-Indian-Eskimo,Female,?
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
25,Private,Some-college,Never-married,White,Male,Tech-support
49,Private,Bachelors,Never-married,White,Female,Prof-specialty
32,Private,Bachelors,Never-married,White,Male,Tech-support
19,Private,Some-college,Never-married,White,Male,Adm-clerical
60,Private,7th-8th,Divorced,White,Female,Other-service
42,Local-gov,9th,Married-civ-spouse,White,Male,Other-service
35,Self-emp-not-inc,Assoc-acdm,Never-married,White,Male,Farming-fishing
48,Private,HS-grad,Never-married,Black,Female,Adm-clerical
51,Private,Masters,Married-civ-spouse,White,Male,Craft-repair
29,Private,HS-grad,Never-married,Amer-Indian-Eskimo,Male,Craft-repair
36,Local-gov,HS-grad,Separated,Black,Male,Exec-managerial
17,Private,10th,Never-married,White,Female,Other-service
52,Private,Masters,Divorced,White,Female,Prof-specialty
24,Private,HS-grad,Never-married,White,Male,Craft-repair
24,Private,HS-grad,Married-civ-spouse,White,Male,Handlers-cleaners
26,Local-gov,Bachelors,Never-married,White,Male,Prof-specialty
27,Private,Bachelors,Never-married,White,Female,Other-service
39,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
30,Private,HS-grad,Married-civ-spouse,Black,Male,Transport-moving
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
52,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Sales
46,Private,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
23,Private,Bachelors,Never-married,White,Female,Sales
45,Private,11th,Widowed,Black,Female,Other-service
65,Private,9th,Widowed,Black,Female,Priv-house-serv
29,Private,Assoc-voc,Married-civ-spouse,White,Male,Transport-moving
47,Private,9th,Married-spouse-absent,White,Male,Handlers-cleaners
30,Private,HS-grad,Never-married,Black,Male,Farming-fishing
34,Private,HS-grad,Married-civ-spouse,White,Male,Sales
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Sales
33,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
49,Private,Bachelors,Married-civ-spouse,White,Male,Sales
47,Self-emp-not-inc,Some-college,Never-married,Black,Female,Other-service
49,Local-gov,10th,Separated,Black,Female,Other-service
43,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
30,Private,Bachelors,Married-civ-spouse,Black,Female,Adm-clerical
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
19,Private,HS-grad,Never-married,White,Female,Other-service
21,Private,Bachelors,Never-married,White,Male,Handlers-cleaners
33,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
47,Self-emp-inc,5th-6th,Married-civ-spouse,White,Male,Transport-moving
52,Self-emp-not-inc,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
26,Private,HS-grad,Divorced,White,Male,Craft-repair
60,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
21,Private,Some-college,Never-married,White,Male,Handlers-cleaners
36,Private,Some-college,Married-civ-spouse,White,Male,Sales
31,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
50,Self-emp-inc,Doctorate,Separated,White,Male,Prof-specialty
31,Local-gov,HS-grad,Divorced,White,Female,Adm-clerical
71,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
58,?,HS-grad,Married-civ-spouse,White,Male,?
30,State-gov,Bachelors,Married-civ-spouse,White,Male,Tech-support
20,Private,Some-college,Never-married,White,Male,Other-service
24,Private,HS-grad,Never-married,White,Male,Exec-managerial
35,Private,Doctorate,Married-civ-spouse,Asian-Pac-Islander,Male,Prof-specialty
38,State-gov,Some-college,Separated,White,Female,Exec-managerial
27,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
29,State-gov,Some-college,Never-married,Asian-Pac-Islander,Female,Adm-clerical
70,?,9th,Widowed,White,Female,?
34,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
44,Private,7th-8th,Married-civ-spouse,White,Male,Craft-repair
43,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
44,Self-emp-not-inc,12th,Married-civ-spouse,Black,Male,Handlers-cleaners
35,Private,Masters,Never-married,White,Male,Sales
27,Private,Some-college,Never-married,White,Male,Prof-specialty
43,Local-gov,Masters,Never-married,White,Male,Prof-specialty
20,Private,Some-college,Never-married,White,Female,Sales
42,Private,Assoc-acdm,Divorced,White,Female,Prof-specialty
27,State-gov,Some-college,Married-civ-spouse,White,Male,Transport-moving
42,Private,HS-grad,Married-civ-spouse,Black,Male,Craft-repair
20,?,11th,Married-spouse-absent,Asian-Pac-Islander,Female,?
24,Private,9th,Never-married,White,Male,Machine-op-inspct
48,Federal-gov,Some-college,Divorced,White,Male,Exec-managerial
17,?,11th,Never-married,White,Female,?
17,Self-emp-not-inc,11th,Never-married,White,Male,Farming-fishing
33,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
50,Self-emp-inc,HS-grad,Married-civ-spouse,White,Male,Sales
22,Private,HS-grad,Never-married,White,Female,Sales
17,Private,12th,Never-married,White,Male,Other-service
32,Private,Some-college,Married-civ-spouse,White,Male,Adm-clerical
31,Private,HS-grad,Never-married,White,Male,Craft-repair
58,Self-emp-not-inc,HS-grad,Widowed,White,Male,Exec-managerial
29,Local-gov,HS-grad,Never-married,White,Male,Protective-serv
37,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
23,Local-gov,Some-college,Separated,Black,Male,Exec-managerial
18,State-gov,11th,Never-married,White,Female,Adm-clerical
34,Private,HS-grad,Divorced,White,Female,Exec-managerial
66,?,7th-8th,Never-married,White,Male,?
45,Local-gov,Bachelors,Married-civ-spouse,White,Female,Prof-specialty
41,Private,Masters,Never-married,White,Male,Exec-managerial
26,Private,HS-grad,Never-married,White,Male,Other-service
54,Local-gov,Some-college,Married-civ-spouse,White,Male,Farming-fishing
24,Private,Some-college,Never-married,Black,Female,Machine-op-inspct
42,Private,Some-college,Married-civ-spouse,White,Male,Prof-specialty
20,Private,Some-college,Never-married,White,Male,Prof-specialty
23,State-gov,Bachelors,Never-married,White,Female,Tech-support
25,?,Assoc-acdm,Never-married,White,Male,?
35,Private,Masters,Never-married,White,Male,Prof-specialty
31,Private,Masters,Married-civ-spouse,White,Male,Tech-support
30,Private,Bachelors,Never-married,White,Female,Prof-specialty
19,Private,HS-grad,Never-married,White,Female,Sales
36,Local-gov,Bachelors,Never-married,White,Male,Prof-specialty
31,Private,Bachelors,Widowed,White,Female,Sales
21,Private,Some-college,Never-married,White,Male,Handlers-cleaners
31,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Craft-repair
46,Private,Doctorate,Divorced,White,Female,Prof-specialty
44,Private,Bachelors,Divorced,White,Female,Exec-managerial
40,Private,12th,Married-civ-spouse,Black,Male,Other-service
45,Private,Some-college,Never-married,Black,Male,Sales
60,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
18,Private,11th,Never-married,White,Male,Other-service
28,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
36,Private,Some-college,Divorced,Black,Female,Adm-clerical
36,Private,Bachelors,Separated,White,Male,Prof-specialty
40,Private,Assoc-voc,Married-civ-spouse,White,Male,Tech-support
36,Local-gov,Bachelors,Divorced,White,Female,Adm-clerical
31,Private,HS-grad,Separated,Black,Female,Other-service
33,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
19,State-gov,HS-grad,Never-married,White,Female,Tech-support
22,Private,Some-college,Never-married,White,Female,Sales
34,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
33,Private,HS-grad,Never-married,White,Male,Other-service
41,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
29,Private,Bachelors,Never-married,White,Male,Prof-specialty
50,Local-gov,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
42,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
43,Private,Bachelors,Never-married,White,Male,Prof-specialty
44,Private,HS-grad,Married-civ-spouse,White,Female,Sales
20,Private,Some-college,Never-married,White,Female,Other-service
